parameters,FITNESS,bps,mps,caf,sbw,avgdistance_all,avgdistance_poi,watchdog_hitrate,count_packets_rec,count_poi_rec,count_cc_rec,count_cc_ignored_in_silence,count_cc_pointer_rec,count_data_ignored_in_silence,count_data_ignored_in_timeoput,count_data_ecc_matches,count_watchdog_ecc_matches,secret_bits_count,timestamp_start,timestamp_stop,duration_seconds,source_ip,comment
broadcast_bpf:ISD:8b:2r:7m:none,261.2488,261.2488,32.6561,1.142857143,1.343195266,5.955947137,5.955947137,1,1352,1352,229,0,227,7,0,227,227,1816,1743148558,3/28/2025 8:56,6.951229095,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,248.8554,248.8554,31.1069,1.142857143,1.353293413,5.911504425,5.911504425,1,1336,1336,229,1,226,6,0,226,226,1808,1743148571,3/28/2025 8:56,7.265264034,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,257.3053,257.3053,32.1632,1.142857143,1.374716124,5.81938326,5.81938326,1,1321,1321,229,0,227,6,0,227,227,1816,1743148585,3/28/2025 8:56,7.057765007,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,235.4530722,236.4949,29.5619,1.142857143,1.320727273,6.057268722,6.057268722,0.995594714,1375,1375,229,0,227,7,0,227,226,1808,1743148598,3/28/2025 8:56,7.644984961,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,251.8734159,252.9879,31.6235,1.142857143,1.36746988,5.850220264,5.850220264,0.995594714,1328,1328,229,0,227,18,0,227,226,1808,1743148612,3/28/2025 8:56,7.146585941,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,254.1223,254.1223,31.7653,1.142857143,1.392638037,5.744493392,5.744493392,1,1304,1304,229,0,227,6,0,227,227,1816,1743148626,3/28/2025 8:57,7.146164179,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,226.4053004,237.9352,29.7419,1.142857143,1.369532428,5.841409692,5.841409692,0.95154185,1326,1326,229,0,227,15,0,227,216,1728,1743148639,3/28/2025 8:57,7.262480974,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,254.5301549,255.6614,31.9577,1.142857143,1.355322339,5.902654867,5.902654867,0.995575221,1334,1334,229,1,226,19,0,226,225,1800,1743148652,3/28/2025 8:57,7.040560961,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,250.1502423,252.3738,31.5467,1.142857143,1.384146341,5.779735683,5.779735683,0.991189427,1312,1312,229,0,227,9,0,227,225,1800,1743148666,3/28/2025 8:57,7.132277966,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,249.6947907,251.9143,31.4893,1.142857143,1.369532428,5.841409692,5.841409692,0.991189427,1326,1326,229,0,227,7,0,227,225,1800,1743148679,3/28/2025 8:58,7.145287037,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,253.0744493,255.324,31.9155,1.142857143,1.404485692,5.696035242,5.696035242,0.991189427,1293,1293,229,0,227,6,0,227,225,1800,1743148692,3/28/2025 8:58,7.049867153,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,245.1890185,248.4728,31.0591,1.142857143,1.345185185,5.947136564,5.947136564,0.986784141,1350,1350,229,0,227,15,0,227,224,1792,1743148706,3/28/2025 8:58,7.212055922,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,261.1904,261.1904,32.6488,1.142857143,1.320727273,6.057268722,6.057268722,1,1375,1375,229,0,227,6,0,227,227,1816,1743148719,3/28/2025 8:58,6.952782869,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,260.071993,263.5551,32.9444,1.142857143,1.324580598,6.039647577,6.039647577,0.986784141,1371,1371,229,0,227,15,0,227,224,1792,1743148732,3/28/2025 8:58,6.799337864,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,263.8283181,264.9957,33.1245,1.142857143,1.359281437,5.885462555,5.885462555,0.995594714,1336,1336,229,0,227,5,0,227,226,1808,1743148745,3/28/2025 8:59,6.822751999,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,242.5579559,245.8065,30.7258,1.142857143,1.32748538,6.026431718,6.026431718,0.986784141,1368,1368,229,0,227,8,0,227,224,1792,1743148758,3/28/2025 8:59,7.290286064,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,261.8953733,265.4345,33.1793,1.142857143,1.341281669,5.964444444,5.964444444,0.986666667,1342,1342,229,2,225,11,0,225,222,1776,1743148772,3/28/2025 8:59,6.690915108,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,253.2917,253.2917,31.6615,1.142857143,1.312138728,6.0969163,6.0969163,1,1384,1384,229,0,227,10,0,227,227,1816,1743148784,3/28/2025 8:59,7.169598103,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,238.6557396,249.6537,31.2067,1.142857143,1.319767442,6.061674009,6.061674009,0.955947137,1376,1376,229,0,227,18,0,227,217,1736,1743148798,3/28/2025 9:00,6.95363307,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,246.8288,246.8288,30.8536,1.142857143,1.285208776,6.224669604,6.224669604,1,1413,1413,229,0,227,18,0,227,227,1816,1743148811,3/28/2025 9:00,7.357326984,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,261.8396,261.8396,32.7299,1.142857143,1.333333333,6,6,1,1362,1362,229,0,227,11,0,227,227,1816,1743148824,3/28/2025 9:00,6.935544014,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,263.0550938,265.4038,33.1755,1.142857143,1.351270553,5.920353982,5.920353982,0.991150442,1338,1338,229,1,226,8,0,226,224,1792,1743148837,3/28/2025 9:00,6.75197506,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,263.6343221,265.9882,33.2485,1.142857143,1.357357357,5.89380531,5.89380531,0.991150442,1332,1332,229,1,226,14,0,226,224,1792,1743148850,3/28/2025 9:00,6.737140894,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,256.9951,256.9951,32.1244,1.142857143,1.296216988,6.171806167,6.171806167,1,1401,1401,229,0,227,12,0,227,227,1816,1743148863,3/28/2025 9:01,7.066283226,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,122.0399004,122.5799,15.3225,1.142857143,0.884559182,9.044052863,9.044052863,0.995594714,2053,2053,229,0,227,19,0,227,226,1808,1743148884,3/28/2025 9:01,14.74956298,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,121.6782009,122.2166,15.2771,1.142857143,0.874337987,9.149779736,9.149779736,0.995594714,2077,2077,229,0,227,42,0,227,226,1808,1743148905,3/28/2025 9:01,14.79340291,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,122.7537,122.7537,15.3442,1.142857143,0.907546227,8.814977974,8.814977974,1,2001,2001,229,0,227,10,0,227,227,1816,1743148926,3/28/2025 9:02,14.79385614,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,121.5813,121.5813,15.1977,1.142857143,1.010573178,7.916299559,7.916299559,1,1797,1797,229,0,227,8,0,227,227,1816,1743148947,3/28/2025 9:02,14.93651295,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,122.586,122.586,15.3232,1.142857143,0.881091618,9.079646018,9.079646018,1,2052,2052,229,1,226,18,0,226,226,1808,1743148968,3/28/2025 9:03,14.74883509,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,123.1144,123.1144,15.3893,1.142857143,0.899009901,8.898678414,8.898678414,1,2020,2020,229,0,227,14,0,227,227,1816,1743148989,3/28/2025 9:03,14.75050807,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,121.0083648,121.5438,15.193,1.142857143,0.908908909,8.801762115,8.801762115,0.995594714,1998,1998,229,0,227,12,0,227,226,1808,1743149010,3/28/2025 9:03,14.87530017,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,122.2882,122.2882,15.286,1.142857143,0.907092907,8.81938326,8.81938326,1,2002,2002,229,0,227,10,0,227,227,1816,1743149031,3/28/2025 9:04,14.85016513,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,122.9833,122.9833,15.3729,1.142857143,0.900793651,8.881057269,8.881057269,1,2016,2016,229,0,227,12,0,227,227,1816,1743149052,3/28/2025 9:04,14.76623702,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,123.1319,123.1319,15.3915,1.142857143,0.899900892,8.889867841,8.889867841,1,2018,2018,229,0,227,9,0,227,227,1816,1743149073,3/28/2025 9:04,14.74841309,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,120.3389181,121.9506,15.2438,1.142857143,0.870565676,9.189427313,9.189427313,0.986784141,2086,2086,229,0,227,39,0,227,224,1792,1743149094,3/28/2025 9:05,14.69446993,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,122.8313,122.8313,15.3539,1.142857143,0.908908909,8.801762115,8.801762115,1,1998,1998,229,0,227,9,0,227,227,1816,1743149115,3/28/2025 9:05,14.78450513,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,122.603,122.603,15.3254,1.142857143,0.911646586,8.775330396,8.775330396,1,1992,1992,229,0,227,10,0,227,227,1816,1743149136,3/28/2025 9:05,14.81203985,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,122.5571,122.5571,15.3196,1.142857143,0.932717001,8.577092511,8.577092511,1,1947,1947,229,0,227,9,0,227,227,1816,1743149157,3/28/2025 9:06,14.81758213,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,122.8674,122.8674,15.3584,1.142857143,0.913940614,8.753303965,8.753303965,1,1987,1987,229,0,227,14,0,227,227,1816,1743149178,3/28/2025 9:06,14.78016305,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,122.128,122.128,15.266,1.142857143,0.888015717,9.008849558,9.008849558,1,2036,2036,229,1,226,25,0,226,226,1808,1743149199,3/28/2025 9:06,14.8041389,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,123.2002,123.2002,15.4,1.142857143,0.868483979,9.211453744,9.211453744,1,2091,2091,229,0,227,16,0,227,227,1816,1743149220,3/28/2025 9:07,14.7402401,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,123.2254,123.2254,15.4032,1.142857143,0.847410173,9.440528634,9.440528634,1,2143,2143,229,0,227,33,0,227,227,1816,1743149241,3/28/2025 9:07,14.737221,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,123.7558,123.7558,15.4695,1.142857143,0.873496873,9.158590308,9.158590308,1,2079,2079,229,0,227,12,0,227,227,1816,1743149261,3/28/2025 9:07,14.67405581,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,123.7136,123.7136,15.4642,1.142857143,0.862298196,9.27753304,9.27753304,1,2106,2106,229,0,227,18,0,227,227,1816,1743149282,3/28/2025 9:08,14.67905998,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,122.672,122.672,15.334,1.142857143,0.869230769,9.203539823,9.203539823,1,2080,2080,229,1,226,10,0,226,226,1808,1743149303,3/28/2025 9:08,14.73848605,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,121.1029295,122.1794,15.2724,1.142857143,0.864350309,9.255506608,9.255506608,0.991189427,2101,2101,229,0,227,17,0,227,225,1800,1743149324,3/28/2025 9:08,14.73242998,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,123.1985,123.1985,15.3998,1.142857143,0.873917228,9.154185022,9.154185022,1,2078,2078,229,0,227,11,0,227,227,1816,1743149345,3/28/2025 9:09,14.74044108,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,123.6543,123.6543,15.4568,1.142857143,0.859035005,9.31277533,9.31277533,1,2114,2114,229,0,227,11,0,227,227,1816,1743149365,3/28/2025 9:09,14.68610692,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,122.3088106,122.85,15.3562,1.142857143,0.840351689,9.519823789,9.519823789,0.995594714,2161,2161,229,0,227,30,0,227,226,1808,1743149386,3/28/2025 9:10,14.7171402,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,123.0692,123.0692,15.3837,1.142857143,0.854295206,9.364444444,9.364444444,1,2107,2107,229,2,225,9,0,225,225,1800,1743149407,3/28/2025 9:10,14.62591219,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,121.6691482,122.2099,15.2762,1.142857143,0.858907363,9.314159292,9.314159292,0.995575221,2105,2105,229,1,226,11,0,226,225,1800,1743149428,3/28/2025 9:10,14.72876,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,123.0647,123.0647,15.3831,1.142857143,0.855655466,9.349557522,9.349557522,1,2113,2113,229,1,226,16,0,226,226,1808,1743149449,3/28/2025 9:11,14.69145489,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,120.8184581,121.8924,15.2365,1.142857143,0.85058548,9.405286344,9.405286344,0.991189427,2135,2135,229,0,227,16,0,227,225,1800,1743149469,3/28/2025 9:11,14.76712298,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,121.9602529,122.4999,15.3125,1.142857143,0.857412653,9.330396476,9.330396476,0.995594714,2118,2118,229,0,227,27,0,227,226,1808,1743149490,3/28/2025 9:11,14.75919414,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,123.7384,123.7384,15.4673,1.142857143,0.863528293,9.264317181,9.264317181,1,2103,2103,229,0,227,12,0,227,227,1816,1743149511,3/28/2025 9:12,14.67611814,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,122.3522,122.3522,15.294,1.142857143,0.86507177,9.247787611,9.247787611,1,2090,2090,229,1,226,12,0,226,226,1808,1743149532,3/28/2025 9:12,14.77701592,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,121.4673899,122.5471,15.3184,1.142857143,0.862707838,9.273127753,9.273127753,0.991189427,2105,2105,229,0,227,10,0,227,225,1800,1743149553,3/28/2025 9:12,14.68822789,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,122.4026952,122.9443,15.368,1.142857143,0.860255803,9.299559471,9.299559471,0.995594714,2111,2111,229,0,227,28,0,227,226,1808,1743149574,3/28/2025 9:13,14.70584822,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,122.7087,122.7087,15.3386,1.142857143,0.860133206,9.300884956,9.300884956,1,2102,2102,229,1,226,11,0,226,226,1808,1743149594,3/28/2025 9:13,14.73408294,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,123.9141,123.9141,15.4893,1.142857143,0.868068834,9.215859031,9.215859031,1,2092,2092,229,0,227,9,0,227,227,1816,1743149615,3/28/2025 9:13,14.65531611,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,122.0593282,123.1443,15.393,1.142857143,0.872657376,9.167400881,9.167400881,0.991189427,2081,2081,229,0,227,13,0,227,225,1800,1743149636,3/28/2025 9:14,14.6170032,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,121.4084978,121.9505,15.2438,1.142857143,0.861656295,9.284444444,9.284444444,0.995555556,2089,2089,229,2,225,12,0,225,224,1792,1743149657,3/28/2025 9:14,14.694489,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,123.6348,123.6348,15.4544,1.142857143,0.858628842,9.317180617,9.317180617,1,2115,2115,229,0,227,21,0,227,227,1816,1743149678,3/28/2025 9:14,14.68842006,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,123.1261,123.1261,15.3908,1.142857143,0.836649699,9.561946903,9.561946903,1,2161,2161,229,1,226,18,0,226,226,1808,1743149698,3/28/2025 9:15,14.68413687,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,122.8871515,123.4309,15.4289,1.142857143,0.864761905,9.251101322,9.251101322,0.995594714,2100,2100,229,0,227,10,0,227,226,1808,1743149719,3/28/2025 9:15,14.64787316,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,123.0883,123.0883,15.386,1.142857143,0.856199906,9.343612335,9.343612335,1,2121,2121,229,0,227,11,0,227,227,1816,1743149740,3/28/2025 9:15,14.75363898,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,121.1584361,122.2354,15.2794,1.142857143,0.863528293,9.264317181,9.264317181,0.991189427,2103,2103,229,0,227,13,0,227,225,1800,1743149761,3/28/2025 9:16,14.72568703,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,123.4304,123.4304,15.4288,1.142857143,0.847014925,9.444933921,9.444933921,1,2144,2144,229,0,227,25,0,227,227,1816,1743149782,3/28/2025 9:16,14.71274209,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,122.8653,122.8653,15.3582,1.142857143,0.860255803,9.299559471,9.299559471,1,2111,2111,229,0,227,11,0,227,227,1816,1743149803,3/28/2025 9:16,14.78040814,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,123.5509,123.5509,15.4439,1.142857143,0.850984067,9.400881057,9.400881057,1,2134,2134,229,0,227,16,0,227,227,1816,1743149823,3/28/2025 9:17,14.69839907,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,124.1018,124.1018,15.5127,1.142857143,0.838024919,9.546255507,9.546255507,1,2167,2167,229,0,227,29,0,227,227,1816,1743149844,3/28/2025 9:17,14.63315201,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,241.1102881,246.5407,30.8176,1.142857143,1.358264772,5.889867841,5.889867841,0.977973568,1337,1337,229,0,227,18,0,227,222,1776,1743149875,3/28/2025 9:18,7.2036798,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,245.1772467,247.3566,30.9196,1.142857143,1.350185874,5.925110132,5.925110132,0.991189427,1345,1345,229,0,227,7,0,227,225,1800,1743149888,3/28/2025 9:18,7.27694416,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,249.3622,249.3622,31.1703,1.142857143,1.351190476,5.920704846,5.920704846,1,1344,1344,229,0,227,7,0,227,227,1816,1743149902,3/28/2025 9:18,7.282578945,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,253.7795,253.7795,31.7224,1.142857143,1.353293413,5.911504425,5.911504425,1,1336,1336,229,1,226,6,0,226,226,1808,1743149915,3/28/2025 9:18,7.124296188,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,237.9974344,241.1849,30.1481,1.142857143,1.37993921,5.797356828,5.797356828,0.986784141,1316,1316,229,0,227,7,0,227,224,1792,1743149929,3/28/2025 9:18,7.429984808,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,244.0134912,246.1825,30.7728,1.142857143,1.365413534,5.859030837,5.859030837,0.991189427,1330,1330,229,0,227,13,0,227,225,1800,1743149942,3/28/2025 9:19,7.31164813,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,258.4312,258.4312,32.3039,1.142857143,1.385202136,5.775330396,5.775330396,1,1311,1311,229,0,227,6,0,227,227,1816,1743149956,3/28/2025 9:19,7.027016163,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,253.2968,253.2968,31.6621,1.142857143,1.369532428,5.841409692,5.841409692,1,1326,1326,229,0,227,9,0,227,227,1816,1743149969,3/28/2025 9:19,7.169454098,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,250.1384925,251.2453,31.4057,1.142857143,1.368500377,5.845814978,5.845814978,0.995594714,1327,1327,229,0,227,10,0,227,226,1808,1743149982,3/28/2025 9:19,7.196153879,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,246.386696,248.5768,31.0721,1.142857143,1.369532428,5.841409692,5.841409692,0.991189427,1326,1326,229,0,227,6,0,227,225,1800,1743149996,3/28/2025 9:20,7.241222143,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,244.9661,244.9661,30.6208,1.142857143,1.37889142,5.801762115,5.801762115,1,1317,1317,229,0,227,6,0,227,227,1816,1743150009,3/28/2025 9:20,7.413271904,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,253.3945233,256.7882,32.0985,1.142857143,1.409937888,5.674008811,5.674008811,0.986784141,1288,1288,229,0,227,9,0,227,224,1792,1743150023,3/28/2025 9:20,6.978513956,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,255.2064978,257.475,32.1844,1.142857143,1.373676248,5.823788546,5.823788546,0.991189427,1322,1322,229,0,227,6,0,227,225,1800,1743150036,3/28/2025 9:20,6.990969896,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,252.3837577,253.5005,31.6876,1.142857143,1.395849347,5.731277533,5.731277533,0.995594714,1301,1301,229,0,227,6,0,227,226,1808,1743150049,3/28/2025 9:20,7.132136822,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,254.38,254.38,31.7975,1.142857143,1.328434974,6.022123894,6.022123894,1,1361,1361,229,1,226,14,0,226,226,1808,1743150062,3/28/2025 9:21,7.107478142,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,234.7882186,243.4043,30.4255,1.142857143,1.355322339,5.902654867,5.902654867,0.96460177,1334,1334,229,1,226,14,0,226,218,1744,1743150076,3/28/2025 9:21,7.165035009,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,246.5130344,247.6038,30.9505,1.142857143,1.383092155,5.784140969,5.784140969,0.995594714,1313,1313,229,0,227,6,0,227,226,1808,1743150089,3/28/2025 9:21,7.301988125,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,247.096652,248.19,31.0237,1.142857143,1.365413534,5.859030837,5.859030837,0.995594714,1330,1330,229,0,227,6,0,227,226,1808,1743150102,3/28/2025 9:21,7.284742832,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,240.4400551,242.5773,30.3222,1.142857143,1.351190476,5.920704846,5.920704846,0.991189427,1344,1344,229,0,227,7,0,227,225,1800,1743150116,3/28/2025 9:22,7.420315027,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,247.5482709,249.7487,31.2186,1.142857143,1.39370683,5.740088106,5.740088106,0.991189427,1303,1303,229,0,227,6,0,227,225,1800,1743150129,3/28/2025 9:22,7.207244873,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,251.0077463,252.1184,31.5148,1.142857143,1.376800607,5.810572687,5.810572687,0.995594714,1319,1319,229,0,227,9,0,227,226,1808,1743150143,3/28/2025 9:22,7.171235085,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,249.9969128,253.3601,31.67,1.142857143,1.400464756,5.712389381,5.712389381,0.986725664,1291,1291,229,1,226,6,0,226,223,1784,1743150156,3/28/2025 9:22,7.041362047,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,255.8420485,258.1162,32.2645,1.142857143,1.370566038,5.837004405,5.837004405,0.991189427,1325,1325,229,0,227,13,0,227,225,1800,1743150169,3/28/2025 9:22,6.97360301,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,243.8105797,247.0759,30.8845,1.142857143,1.346182357,5.942731278,5.942731278,0.986784141,1349,1349,229,0,227,13,0,227,224,1792,1743150182,3/28/2025 9:23,7.252833128,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,256.5722577,258.8529,32.3566,1.142857143,1.405572755,5.691629956,5.691629956,0.991189427,1292,1292,229,0,227,7,0,227,225,1800,1743150196,3/28/2025 9:23,6.953756094,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,256.7702974,259.0527,32.3816,1.142857143,1.380988593,5.792951542,5.792951542,0.991189427,1315,1315,229,0,227,6,0,227,225,1800,1743150209,3/28/2025 9:23,6.948393106,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,250.8623,250.8623,31.3578,1.142857143,1.368500377,5.845814978,5.845814978,1,1327,1327,229,0,227,6,0,227,227,1816,1743150222,3/28/2025 9:23,7.23903203,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,250.9623,250.9623,31.3703,1.142857143,1.39050536,5.753303965,5.753303965,1,1306,1306,229,0,227,7,0,227,227,1816,1743150236,3/28/2025 9:24,7.236146927,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,244.5315929,245.6184,30.7023,1.142857143,1.342242019,5.960176991,5.960176991,0.995575221,1347,1347,229,1,226,7,0,226,225,1800,1743150249,3/28/2025 9:24,7.328439951,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,245.5418062,247.7244,30.9655,1.142857143,1.370566038,5.837004405,5.837004405,0.991189427,1325,1325,229,0,227,17,0,227,225,1800,1743150263,3/28/2025 9:24,7.266139984,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,250.4132,250.4132,31.3016,1.142857143,1.357357357,5.89380531,5.89380531,1,1332,1332,229,1,226,7,0,226,226,1808,1743150276,3/28/2025 9:24,7.220067024,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,250.2577863,252.4823,31.5603,1.142857143,1.388379205,5.762114537,5.762114537,0.991189427,1308,1308,229,0,227,7,0,227,225,1800,1743150290,3/28/2025 9:24,7.129211903,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,259.7811858,263.276,32.9095,1.142857143,1.373860182,5.82300885,5.82300885,0.986725664,1316,1316,229,1,226,12,0,226,223,1784,1743150303,3/28/2025 9:25,6.77615881,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,239.7287048,245.128,30.641,1.142857143,1.345185185,5.947136564,5.947136564,0.977973568,1350,1350,229,0,227,7,0,227,222,1776,1743150316,3/28/2025 9:25,7.245193005,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,256.3330837,258.6116,32.3265,1.142857143,1.391570881,5.748898678,5.748898678,0.991189427,1305,1305,229,0,227,6,0,227,225,1800,1743150330,3/28/2025 9:25,6.96024394,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,253.9987313,257.4005,32.1751,1.142857143,1.39370683,5.740088106,5.740088106,0.986784141,1303,1303,229,0,227,6,0,227,224,1792,1743150343,3/28/2025 9:25,6.961913109,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,249.0221815,252.3573,31.5447,1.142857143,1.359281437,5.885462555,5.885462555,0.986784141,1336,1336,229,0,227,15,0,227,224,1792,1743150356,3/28/2025 9:26,7.101042032,127.0.0.1,Version 3.3
