date,poi,inputsource,bitlength,rounding_factor,subchanneling,subchanneling_bits,ecc,multihashing,counter_total_packets_received,counter_poi_ignored_because_silence,counter_poi_valid_received,counter_matches,counter_data_bits_transmitted,mps,bps,counter_retries_received,script_start_time,duration,comment
2025-03-03T14:40:28.470249,broadcast_bpf,ICD,2,0,none,0,hamming+,4,458,0,317,218,298,19.57363392,26.75661884,69,1741009217,11.13743114,Version 3.2
2025-03-03T14:40:41.981822,broadcast_bpf,ICD,2,0,none,0,hamming+,8,299,0,196,196,298,26.22325955,39.87005788,47,1741009235,7.474280596,Version 3.2
2025-03-03T14:47:24.619571,broadcast_bpf,ICD,2,0,none,0,inline-hamming+,2,3171,0,3024,149,298,4.078464069,8.156928139,0,1741009608,36.53336096,Version 3.2
2025-03-03T14:47:37.016715,broadcast_bpf,ICD,2,0,none,0,inline-hamming+,4,349,0,186,186,298,29.46899057,47.21375909,37,1741009651,6.311719418,Version 3.2
2025-03-03T14:47:50.180880,broadcast_bpf,ICD,2,0,none,0,inline-hamming+,8,364,0,193,193,298,27.12113835,41.8761618,44,1741009663,7.116220474,Version 3.2
2025-03-03T14:48:10.961067,broadcast_bpf,ISPN,2,0,none,0,none,0,885,0,696,209,298,14.43721101,20.58511426,60,1741009676,14.47648025,Version 3.2
2025-03-03T14:48:23.211051,broadcast_bpf,ISPN,2,0,none,0,none,2,324,0,215,182,298,29.36374652,48.07910144,33,1741009697,6.198119164,Version 3.2
2025-03-03T14:48:33.614020,broadcast_bpf,ISPN,2,0,none,0,none,4,261,0,170,170,298,38.81562407,68.04150572,21,1741009709,4.37967968,Version 3.2
2025-03-03T14:48:44.494499,broadcast_bpf,ISPN,2,0,none,0,none,8,296,0,174,174,298,35.88050492,61.45051992,25,1741009720,4.849430084,Version 3.2
2025-03-03T14:57:09.961099,broadcast_bpf,ISPN,2,0,none,0,hamming,2,10909,0,10332,388,298,2.784418786,2.138548449,239,1741010091,139.3468547,Version 3.2
2025-03-03T14:57:38.267110,broadcast_bpf,ISPN,2,0,none,0,hamming,4,1334,0,1124,236,298,10.60948127,13.39671788,87,1741010236,22.24425435,Version 3.2
2025-03-03T14:57:53.925435,broadcast_bpf,ISPN,2,0,none,0,hamming,8,363,0,214,214,298,22.36220238,31.13988929,65,1741010264,9.569719315,Version 3.2
2025-03-03T14:59:37.550187,broadcast_bpf,ISPN,2,0,none,0,hamming+,0,6850,0,6278,414,298,4.243529755,3.054521418,265,1741010280,97.56029153,Version 3.2
2025-03-03T14:59:56.126520,broadcast_bpf,ISPN,2,0,none,0,hamming+,2,577,0,416,220,298,17.61967918,23.86665634,71,1741010384,12.48603892,Version 3.2
2025-03-03T15:00:07.609541,broadcast_bpf,ISPN,2,0,none,0,hamming+,4,259,0,179,179,298,32.85460038,54.69648555,30,1741010402,5.448247671,Version 3.2
2025-03-03T15:00:20.490414,broadcast_bpf,ISPN,2,0,none,0,hamming+,8,291,0,191,191,298,27.92388449,43.56710774,42,1741010414,6.840022564,Version 3.2
2025-03-03T15:00:41.388282,broadcast_bpf,ISPN,2,0,none,0,inline-hamming+,0,945,0,768,205,298,13.80539258,20.06832677,56,1741010427,14.84926987,Version 3.2
